User,Time of Day,Location Type,Transport Mode,Crime Rate,Streetlights,CCTV Presence,Police Presence,Area Risk Level,Escape Route Availability,Safety Plan
User231,Night 🌙,Crowded Market 🛍️,Car 🚗,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,High Risk 🚨,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User232,Night 🌙,Slum Area 🚧,Metro 🚇,Critical ❌,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User233,Afternoon ☀️,Residential 🏡,Bike 🏍️,Low ✅,No lights 🚫,No ❌,No Presence ❌,Safe ✅,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User234,Late Night 🌌,Isolated 🏜️,Car 🚗,Low ✅,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User235,Morning 🌅,Commercial 🏢,Car 🚗,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User236,Night 🌙,Residential 🏡,Walking 🚶‍♂️,High 🚨,Well-lit 💡,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User237,Night 🌙,Isolated 🏜️,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User238,Afternoon ☀️,Isolated 🏜️,Bike 🏍️,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User239,Late Night 🌌,Crowded Market 🛍️,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User240,Night 🌙,Residential 🏡,Public Transport 🚌,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User241,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Low ✅,Well-lit 💡,No ❌,No Presence ❌,High Risk 🚨,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User242,Night 🌙,Commercial 🏢,Metro 🚇,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Danger Zone ❌,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User243,Night 🌙,Isolated 🏜️,Public Transport 🚌,Critical ❌,No lights 🚫,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User244,Evening 🌆,Crowded Market 🛍️,Metro 🚇,Low ✅,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User245,Afternoon ☀️,Crowded Market 🛍️,Walking 🚶‍♂️,Moderate ⚠️,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User246,Evening 🌆,Commercial 🏢,Bike 🏍️,High 🚨,No lights 🚫,No ❌,No Presence ❌,Safe ✅,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User247,Morning 🌅,Residential 🏡,Metro 🚇,High 🚨,Well-lit 💡,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User248,Late Night 🌌,Residential 🏡,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User249,Evening 🌆,Slum Area 🚧,Car 🚗,Moderate ⚠️,No lights 🚫,No ❌,Occasional Patrol 👮,Safe ✅,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User250,Late Night 🌌,Residential 🏡,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,Danger Zone ❌,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User251,Afternoon ☀️,Slum Area 🚧,Metro 🚇,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User252,Evening 🌆,Crowded Market 🛍️,Walking 🚶‍♂️,Moderate ⚠️,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User253,Afternoon ☀️,Slum Area 🚧,Metro 🚇,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Safe ✅,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User254,Evening 🌆,Residential 🏡,Bike 🏍️,High 🚨,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User255,Afternoon ☀️,Slum Area 🚧,Bike 🏍️,Critical ❌,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Safe ✅,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User256,Night 🌙,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User257,Morning 🌅,Crowded Market 🛍️,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User258,Night 🌙,Commercial 🏢,Car 🚗,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Danger Zone ❌,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User259,Night 🌙,Isolated 🏜️,Metro 🚇,Moderate ⚠️,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User260,Morning 🌅,Isolated 🏜️,Car 🚗,Low ✅,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Safe ✅,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User261,Night 🌙,Commercial 🏢,Car 🚗,Low ✅,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Safe ✅,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User262,Afternoon ☀️,Commercial 🏢,Bike 🏍️,Low ✅,No lights 🚫,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User263,Evening 🌆,Isolated 🏜️,Metro 🚇,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User264,Afternoon ☀️,Residential 🏡,Public Transport 🚌,Low ✅,No lights 🚫,No ❌,Frequent Patrol 🚔,Safe ✅,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User265,Late Night 🌌,Residential 🏡,Public Transport 🚌,High 🚨,Well-lit 💡,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User266,Late Night 🌌,Slum Area 🚧,Public Transport 🚌,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User267,Morning 🌅,Isolated 🏜️,Walking 🚶‍♂️,Low ✅,No lights 🚫,Yes 📷,No Presence ❌,Danger Zone ❌,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User268,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User269,Night 🌙,Commercial 🏢,Car 🚗,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User270,Night 🌙,Crowded Market 🛍️,Public Transport 🚌,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User271,Evening 🌆,Isolated 🏜️,Car 🚗,Moderate ⚠️,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Safe ✅,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User272,Morning 🌅,Residential 🏡,Public Transport 🚌,High 🚨,No lights 🚫,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User273,Late Night 🌌,Isolated 🏜️,Car 🚗,Critical ❌,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Safe ✅,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User274,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,High 🚨,No lights 🚫,No ❌,No Presence ❌,Safe ✅,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User275,Late Night 🌌,Slum Area 🚧,Metro 🚇,High 🚨,Well-lit 💡,Yes 📷,No Presence ❌,High Risk 🚨,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User276,Late Night 🌌,Residential 🏡,Public Transport 🚌,Critical ❌,Dimly-lit 🌑,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User277,Afternoon ☀️,Slum Area 🚧,Car 🚗,Low ✅,No lights 🚫,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User278,Night 🌙,Commercial 🏢,Bike 🏍️,Critical ❌,No lights 🚫,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User279,Night 🌙,Residential 🏡,Car 🚗,Low ✅,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Safe ✅,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User280,Afternoon ☀️,Commercial 🏢,Car 🚗,Moderate ⚠️,Well-lit 💡,No ❌,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User281,Afternoon ☀️,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User282,Evening 🌆,Crowded Market 🛍️,Car 🚗,High 🚨,No lights 🚫,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User283,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User284,Late Night 🌌,Crowded Market 🛍️,Bike 🏍️,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User285,Morning 🌅,Commercial 🏢,Walking 🚶‍♂️,High 🚨,No lights 🚫,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User286,Evening 🌆,Commercial 🏢,Bike 🏍️,Critical ❌,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User287,Night 🌙,Isolated 🏜️,Walking 🚶‍♂️,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Danger Zone ❌,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User288,Night 🌙,Residential 🏡,Car 🚗,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User289,Morning 🌅,Slum Area 🚧,Car 🚗,Low ✅,Dimly-lit 🌑,Yes 📷,No Presence ❌,Moderate Risk ⚠️,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User290,Evening 🌆,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User291,Afternoon ☀️,Crowded Market 🛍️,Bike 🏍️,Low ✅,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User292,Afternoon ☀️,Residential 🏡,Public Transport 🚌,Low ✅,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User293,Late Night 🌌,Residential 🏡,Public Transport 🚌,High 🚨,No lights 🚫,No ❌,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User294,Morning 🌅,Crowded Market 🛍️,Car 🚗,Low ✅,Well-lit 💡,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User295,Afternoon ☀️,Isolated 🏜️,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Safe ✅,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User296,Morning 🌅,Crowded Market 🛍️,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User297,Late Night 🌌,Residential 🏡,Car 🚗,Critical ❌,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User298,Late Night 🌌,Crowded Market 🛍️,Public Transport 🚌,Moderate ⚠️,Well-lit 💡,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User299,Afternoon ☀️,Crowded Market 🛍️,Metro 🚇,Low ✅,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User300,Evening 🌆,Commercial 🏢,Walking 🚶‍♂️,High 🚨,Well-lit 💡,No ❌,No Presence ❌,High Risk 🚨,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User301,Evening 🌆,Crowded Market 🛍️,Car 🚗,Critical ❌,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User302,Late Night 🌌,Isolated 🏜️,Car 🚗,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,Limited 🔵,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User303,Morning 🌅,Slum Area 🚧,Bike 🏍️,Critical ❌,No lights 🚫,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User304,Night 🌙,Slum Area 🚧,Walking 🚶‍♂️,High 🚨,Well-lit 💡,No ❌,Occasional Patrol 👮,High Risk 🚨,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User305,Evening 🌆,Crowded Market 🛍️,Metro 🚇,Moderate ⚠️,Well-lit 💡,No ❌,Occasional Patrol 👮,Safe ✅,Available 🟢,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User306,Morning 🌅,Crowded Market 🛍️,Car 🚗,High 🚨,No lights 🚫,No ❌,No Presence ❌,Danger Zone ❌,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User307,Evening 🌆,Commercial 🏢,Public Transport 🚌,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,Danger Zone ❌,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User308,Morning 🌅,Crowded Market 🛍️,Public Transport 🚌,Low ✅,Well-lit 💡,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User309,Evening 🌆,Crowded Market 🛍️,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User310,Night 🌙,Residential 🏡,Public Transport 🚌,Low ✅,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User311,Evening 🌆,Residential 🏡,Metro 🚇,Critical ❌,Well-lit 💡,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User312,Evening 🌆,Isolated 🏜️,Walking 🚶‍♂️,Moderate ⚠️,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User313,Morning 🌅,Crowded Market 🛍️,Bike 🏍️,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User314,Evening 🌆,Residential 🏡,Public Transport 🚌,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User315,Afternoon ☀️,Slum Area 🚧,Car 🚗,Low ✅,Well-lit 💡,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User316,Evening 🌆,Slum Area 🚧,Car 🚗,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User317,Evening 🌆,Commercial 🏢,Walking 🚶‍♂️,High 🚨,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User318,Afternoon ☀️,Crowded Market 🛍️,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User319,Morning 🌅,Commercial 🏢,Car 🚗,High 🚨,Well-lit 💡,No ❌,No Presence ❌,Safe ✅,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User320,Late Night 🌌,Crowded Market 🛍️,Car 🚗,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User321,Morning 🌅,Isolated 🏜️,Metro 🚇,Moderate ⚠️,Well-lit 💡,No ❌,No Presence ❌,Safe ✅,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User322,Late Night 🌌,Residential 🏡,Car 🚗,High 🚨,No lights 🚫,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User323,Evening 🌆,Crowded Market 🛍️,Metro 🚇,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,High Risk 🚨,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User324,Afternoon ☀️,Isolated 🏜️,Car 🚗,Critical ❌,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User325,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,No Presence ❌,High Risk 🚨,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User326,Late Night 🌌,Isolated 🏜️,Metro 🚇,Moderate ⚠️,No lights 🚫,No ❌,No Presence ❌,Safe ✅,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User327,Night 🌙,Crowded Market 🛍️,Walking 🚶‍♂️,High 🚨,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User328,Late Night 🌌,Isolated 🏜️,Car 🚗,High 🚨,Dimly-lit 🌑,Yes 📷,No Presence ❌,Danger Zone ❌,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User329,Evening 🌆,Isolated 🏜️,Metro 🚇,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User330,Night 🌙,Residential 🏡,Bike 🏍️,Low ✅,No lights 🚫,Yes 📷,No Presence ❌,Safe ✅,Available 🟢,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User331,Night 🌙,Commercial 🏢,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User332,Morning 🌅,Slum Area 🚧,Bike 🏍️,Critical ❌,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User333,Night 🌙,Residential 🏡,Walking 🚶‍♂️,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User334,Afternoon ☀️,Residential 🏡,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User335,Afternoon ☀️,Slum Area 🚧,Bike 🏍️,High 🚨,Well-lit 💡,Yes 📷,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User336,Late Night 🌌,Slum Area 🚧,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User337,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,High 🚨,Dimly-lit 🌑,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User338,Evening 🌆,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User339,Morning 🌅,Isolated 🏜️,Metro 🚇,Moderate ⚠️,No lights 🚫,Yes 📷,No Presence ❌,Moderate Risk ⚠️,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User340,Late Night 🌌,Commercial 🏢,Car 🚗,Moderate ⚠️,Well-lit 💡,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User341,Late Night 🌌,Slum Area 🚧,Public Transport 🚌,High 🚨,Well-lit 💡,Yes 📷,No Presence ❌,Safe ✅,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User342,Morning 🌅,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,No lights 🚫,No ❌,Occasional Patrol 👮,Safe ✅,Limited 🔵,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User343,Evening 🌆,Commercial 🏢,Bike 🏍️,High 🚨,Dimly-lit 🌑,No ❌,Occasional Patrol 👮,High Risk 🚨,Limited 🔵,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User344,Evening 🌆,Isolated 🏜️,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
