Area Name,Latitude,Longitude,Streetlights,CCTV Presence,Police Stations Nearby (km),Slum Area,Road Condition Score,Crime Reports Count,Crime Types,Pedestrian Friendly,Traffic Density,Emergency Services Nearby (km),Distance from Borivali (km),Travel Time to Borivali (min),Connected Areas
Ellis Nagar,19.269835139170045,72.8586807925778,Yes,No,2.7,No,1,31,None,Yes,Medium,0.9,4.36,10.3,
Green Valley,19.2568963844786,72.87458928788251,Yes,Yes,2.8,No,2,9,Chain Snatching,Yes,Medium,0.7,3.49,9.2,
Dahisar Check Naka,19.25559616454041,72.87827571005636,Yes,Yes,1.9,Yes,4,4,Theft,Yes,Medium,0.6,3.61,9.7,
Shimpoli,19.235567563284672,72.84213200115437,No,No,1.1,No,3,3,Theft,No,Medium,1.1,1.6,4.9,"Borivali Station West, Mandapeshwar, IC Colony"
SFIT (Via Eksar Metro),19.261245190065956,72.85299288250357,No,No,2.7,No,5,39,Vandalism,Yes,Low,0.4,3.42,8.9,
Padilla Nagar,19.23787531294845,72.85803384107803,Yes,No,1.8,No,1,46,None,Yes,High,1.2,0.83,3.5,
Frye Nagar,19.2522211247277,72.8718038467406,Yes,Yes,2.8,Yes,3,33,None,Yes,Low,1.3,2.9,8.4,
Mountain View,19.26846035798199,72.87418532951561,No,No,1.8,Yes,1,26,Accident,Yes,Medium,0.5,4.6,11.1,
Palm Grove,19.23325403670349,72.8786139066589,No,No,1.0,Yes,4,35,Theft,No,Low,0.8,2.36,5.9,
Johnston Nagar,19.2565508365519,72.84623310944377,Yes,No,0.9,No,4,30,Burglary,No,High,0.9,3.08,8.3,
Dattapada,19.247511722641505,72.86290271061128,Yes,No,2.3,Yes,5,32,Accident,No,Low,1.9,2.0,6.3,
Chikuwadi,19.24864305384228,72.85353897970533,No,Yes,0.8,Yes,1,36,Chain Snatching,Yes,Medium,0.7,2.03,6.5,
Scott Nagar,19.247546634433636,72.85996390564962,Yes,Yes,2.0,No,5,21,Accident,Yes,Medium,2.0,1.92,6.0,
Pearson Nagar,19.244351870475477,72.84958351547876,Yes,Yes,0.4,Yes,1,39,Vandalism,No,Medium,1.0,1.69,5.4,
Anand Nagar,19.25124147054798,72.87553468156725,No,Yes,0.9,Yes,1,41,Vandalism,Yes,High,1.9,3.05,9.0,
Gorai,19.24998544855409,72.8734467567914,Yes,No,1.2,Yes,1,10,Burglary,Yes,High,1.7,2.8,7.8,
Ellis Nagar,19.257022067244957,72.85385768738468,Yes,Yes,0.7,No,3,27,None,Yes,Low,0.8,2.95,6.7,
Anand Nagar,19.25112051031701,72.84800004076023,Yes,No,2.1,Yes,3,9,Burglary,Yes,High,1.5,2.45,6.0,
Shimpoli,19.24096833493085,72.87755206759998,No,No,2.8,Yes,1,36,Accident,No,Low,0.3,2.51,7.4,"Borivali Station West, Mandapeshwar, IC Colony"
Dattapada,19.25982916437284,72.86816663997017,No,Yes,2.5,No,4,21,Accident,Yes,Medium,1.2,3.47,7.0,
Long Nagar,19.258741121982272,72.85297020658827,No,Yes,0.4,Yes,5,25,Accident,Yes,Medium,0.3,3.15,6.6,
Baker Nagar,19.24738359259553,72.87175781782054,Yes,No,2.0,No,5,7,Burglary,Yes,High,0.8,2.47,7.3,
Dattapada,19.259666766797974,72.85962134045253,Yes,Yes,1.2,Yes,2,37,Chain Snatching,Yes,Low,0.7,3.25,6.7,
Dattapada,19.26316415662839,72.86997495030846,Yes,Yes,2.7,No,5,28,Accident,No,Low,0.4,3.89,10.7,
River Side,19.239439376265288,72.86225591944107,Yes,No,2.1,Yes,3,48,Theft,Yes,Medium,1.5,1.17,5.1,
Shailendra Nagar,19.250350957643647,72.84952437108018,Yes,Yes,2.9,Yes,2,29,Theft,No,Medium,1.1,2.31,5.4,
Sunshine Hills,19.24083802175906,72.84469941314802,No,No,1.6,No,4,33,Theft,No,High,1.0,1.68,3.8,
Silver Oaks,19.244611788434334,72.84671149866209,No,Yes,0.8,No,4,29,None,Yes,Low,0.4,1.86,6.5,
Shivaji Park,19.263430246522844,72.8748036235757,Yes,Yes,2.9,No,3,35,None,Yes,Low,1.9,4.13,10.0,
SFIT (Via Eksar Metro),19.261643190725657,72.85594981617527,Yes,Yes,0.7,Yes,1,47,Vandalism,No,Low,0.6,3.45,9.7,
Patterson Nagar,19.25186666287901,72.86077897129229,Yes,Yes,2.7,No,3,6,Theft,Yes,Medium,0.7,2.41,6.8,
Dattapada,19.263695027343264,72.86181347531846,No,Yes,0.4,No,4,23,Accident,No,Low,0.9,3.72,9.3,
Palm Grove,19.236529534121527,72.87354122178252,Yes,Yes,0.5,Yes,2,49,Burglary,No,Low,1.4,1.92,4.1,
Lindsey Nagar,19.24063912387932,72.87552758582515,No,Yes,2.8,Yes,4,14,Theft,No,Low,1.9,2.3,6.7,
Shimpoli,19.269161391109403,72.85463675840221,Yes,No,2.8,Yes,4,44,Theft,No,Medium,0.6,4.28,10.6,"Borivali Station West, Mandapeshwar, IC Colony"
Shimpoli,19.26280797400502,72.84948181066375,Yes,No,1.1,Yes,3,8,None,No,Medium,1.3,3.65,8.5,"Borivali Station West, Mandapeshwar, IC Colony"
Silver Oaks,19.268472246129527,72.84903395562374,Yes,Yes,2.9,No,2,1,Chain Snatching,Yes,Low,1.0,4.27,10.2,
Dattapada,19.26084052845271,72.87306637061074,No,No,2.6,Yes,3,46,Chain Snatching,No,Medium,1.4,3.79,7.6,
Frye Nagar,19.233612064148613,72.85092247660202,No,No,2.9,No,5,31,None,No,High,1.0,0.67,2.2,
Shailendra Nagar,19.249817150817755,72.8672019521142,Yes,No,0.6,No,4,4,Chain Snatching,Yes,High,1.5,2.42,6.6,
Mountain View,19.252782246725666,72.87563616491336,No,Yes,1.4,No,2,36,Chain Snatching,Yes,Medium,0.3,3.19,7.2,
Green Valley,19.247087063625063,72.85934742598188,No,No,2.4,Yes,4,13,Accident,No,High,0.8,1.86,3.8,
Potts Nagar,19.26193968980308,72.84313697832644,No,No,2.7,No,3,26,Theft,No,High,0.9,3.75,7.9,
Ritter Nagar,19.25147653757964,72.84957383622817,No,No,1.0,No,3,49,Theft,No,High,0.1,2.43,7.7,
Shimpoli,19.268629786007416,72.87931883281934,Yes,Yes,0.8,No,3,44,Chain Snatching,Yes,Low,0.2,4.86,12.1,"Borivali Station West, Mandapeshwar, IC Colony"
IC Colony,19.237547448500155,72.87906146621482,No,Yes,2.6,No,1,45,Vandalism,Yes,Low,1.5,2.51,5.8,"Eksar, Mandapeshwar, Shimpoli"
SFIT (Direct Route),19.251138497922167,72.86338494864455,No,No,1.2,Yes,5,47,Accident,No,High,0.3,2.4,5.8,
Hill View,19.244403937155333,72.85054527303392,No,Yes,2.1,Yes,4,33,Accident,No,Medium,1.6,1.66,6.3,
Pearson Nagar,19.26302361871307,72.84797461072131,No,Yes,2.6,No,3,21,Burglary,No,Low,0.2,3.71,9.0,
Gorai,19.236157203219943,72.87160432464674,Yes,No,2.2,No,2,21,Accident,No,Low,1.6,1.72,5.1,
Padilla Nagar,19.2369519658668,72.87084663732752,Yes,Yes,1.7,Yes,2,32,None,No,High,0.6,1.68,5.8,
Ellis Nagar,19.23813021757084,72.85324649526414,Yes,Yes,2.7,Yes,1,2,Theft,No,Low,0.7,0.91,3.8,
SFIT (Via Eksar Metro),19.25626506722305,72.84552589369245,No,Yes,1.8,Yes,1,37,Chain Snatching,Yes,High,1.2,3.07,7.8,
Dahisar Check Naka,19.257958487474827,72.85908952351564,Yes,No,1.3,Yes,5,12,Accident,No,Medium,0.4,3.05,7.0,
Long Nagar,19.25332565855242,72.87557072963646,Yes,No,1.3,Yes,5,20,Vandalism,Yes,High,1.9,3.23,8.1,
Eksar,19.23243819260428,72.87548420028887,No,No,0.2,No,5,19,Theft,Yes,Medium,1.8,2.02,6.7,"Borivali Station West, Mandapeshwar, IC Colony"
Simmons Nagar,19.237383532918397,72.87056813565768,No,No,2.2,Yes,1,16,Chain Snatching,No,Medium,0.6,1.67,5.9,
IC Colony,19.249485261033637,72.86162283143396,No,Yes,2.1,No,5,23,Accident,Yes,Medium,0.5,2.17,5.3,"Eksar, Mandapeshwar, Shimpoli"
Simmons Nagar,19.24696543466556,72.85946061132924,Yes,No,1.1,Yes,2,3,Theft,No,Medium,1.2,1.85,5.1,
Sunder Nagar,19.261782026769872,72.84214237163647,No,No,2.7,No,4,21,None,Yes,Medium,2.0,3.77,7.8,
Green Valley,19.232780522615705,72.8475002443652,No,Yes,0.6,Yes,5,48,Vandalism,Yes,Medium,0.2,0.97,2.9,
Gorai,19.23567254143402,72.85602938321371,Yes,Yes,2.0,Yes,4,42,Accident,Yes,Medium,1.6,0.57,3.8,
Simmons Nagar,19.245027364969985,72.87820049912621,No,No,1.7,No,5,16,Chain Snatching,No,High,0.1,2.8,8.1,
SFIT (Via Pai Nagar),19.25294490116424,72.84116303650806,Yes,Yes,2.8,Yes,3,21,None,No,Low,0.9,2.96,8.4,
SFIT (Direct Route),19.23241064309072,72.84278336666445,No,Yes,2.5,No,1,16,Accident,Yes,High,0.6,1.45,3.6,
Shimpoli,19.25490718485629,72.87728454868201,Yes,Yes,0.3,Yes,4,28,Vandalism,No,High,1.3,3.48,8.8,"Borivali Station West, Mandapeshwar, IC Colony"
Simmons Nagar,19.266586938336683,72.87138782524833,Yes,No,0.8,Yes,2,42,Chain Snatching,Yes,High,1.0,4.29,8.9,
Green Acres,19.262107421219312,72.84435471651122,Yes,Yes,0.4,Yes,2,17,Burglary,Yes,Low,0.8,3.72,8.7,
Hill View,19.26219516649741,72.85774317270274,No,No,1.7,No,2,1,Accident,Yes,High,0.2,3.51,7.5,
SFIT (Via Pai Nagar),19.267713373953285,72.86137832206511,No,Yes,0.9,Yes,5,15,Vandalism,No,Low,1.4,4.15,10.8,
Royal Palms,19.241507221385884,72.84618025512262,No,No,0.6,No,2,8,Accident,No,High,0.1,1.62,3.7,
Royal Palms,19.267935460526065,72.85142662134561,Yes,Yes,0.5,No,2,41,None,No,Medium,1.3,4.18,8.9,
Long Nagar,19.265837488477075,72.86664980641518,No,Yes,2.1,Yes,4,48,Accident,No,Medium,0.3,4.06,8.5,
Golden Nest,19.254854408766988,72.86628654883684,Yes,Yes,1.6,Yes,3,5,Theft,Yes,Medium,0.2,2.89,7.3,
Richard Nagar,19.26106618425415,72.84440917872354,Yes,Yes,2.5,Yes,3,49,Theft,No,High,1.6,3.61,8.0,
Dahanukar Wadi,19.260588316455703,72.85468788353224,Yes,Yes,1.7,No,5,12,None,No,Low,0.5,3.34,7.2,
Patterson Nagar,19.26625076910995,72.87280300499015,Yes,No,1.6,Yes,1,5,Chain Snatching,Yes,Low,1.1,4.32,8.9,
Shivaji Park,19.249105414086397,72.84421955048234,No,No,0.3,Yes,1,22,Theft,Yes,High,1.0,2.43,5.8,
Green Acres,19.25725882924189,72.86030137735578,Yes,No,0.1,No,1,33,None,No,Medium,1.5,2.99,8.5,
Hill View,19.26270461155782,72.87465302975318,No,No,2.2,No,3,10,Accident,Yes,Low,0.9,4.05,8.4,
SFIT (Via Pai Nagar),19.24936558022916,72.86475648513516,Yes,No,0.9,No,4,17,Burglary,Yes,High,1.6,2.27,5.0,
Eksar,19.24796989971811,72.8419388094502,Yes,Yes,2.5,Yes,3,17,Burglary,Yes,Low,0.4,2.46,7.5,"Borivali Station West, Mandapeshwar, IC Colony"
Padilla Nagar,19.249509128824357,72.85072569588012,Yes,No,2.8,Yes,2,8,Chain Snatching,No,High,1.8,2.19,6.1,
Sunder Nagar,19.264154577348027,72.8790107547323,No,No,0.4,Yes,5,15,Vandalism,No,Medium,1.5,4.42,9.6,
SFIT (Via Pai Nagar),19.262562825117275,72.84484489361546,Yes,Yes,0.6,Yes,2,20,Vandalism,Yes,Medium,0.1,3.75,8.7,
Rawalpada,19.26572458199928,72.87634194626854,Yes,Yes,1.7,Yes,1,50,Accident,Yes,Medium,1.1,4.43,9.6,
Peaceful Valley,19.249955872919365,72.84403374403618,No,Yes,2.2,No,5,36,Theft,Yes,Medium,1.5,2.52,6.9,
Lindsey Nagar,19.253692726490485,72.87025610991915,Yes,Yes,0.6,Yes,2,13,Chain Snatching,No,Medium,1.8,2.95,8.6,
Dahanukar Wadi,19.247029905513,72.85278213845493,Yes,Yes,1.0,No,2,37,Chain Snatching,No,Medium,1.9,1.87,6.3,
Shivdham,19.257206825183918,72.84798252511715,Yes,Yes,1.0,Yes,5,46,None,No,High,1.6,3.09,6.6,
IC Colony,19.25771966036992,72.85931148068882,No,No,2.1,Yes,1,40,Accident,Yes,High,0.8,3.03,6.6,"Eksar, Mandapeshwar, Shimpoli"
Solis Nagar,19.239717249197213,72.85746671885055,Yes,No,0.7,No,4,21,Chain Snatching,No,Medium,1.8,1.03,2.2,
Kandarpada,19.239648392022325,72.87614958663282,No,No,0.8,No,3,19,Chain Snatching,Yes,Low,0.8,2.31,6.0,"Borivali Station West, Dahisar Check Naka"
Eksar,19.234384466225027,72.86975402159155,Yes,No,1.3,No,3,40,Theft,No,High,0.5,1.47,5.1,"Borivali Station West, Mandapeshwar, IC Colony"
Gorai,19.24360156728532,72.87619295575865,Yes,No,3.0,No,5,17,Theft,Yes,Low,0.9,2.54,6.3,
Hill View,19.2316501268938,72.8531843630918,Yes,No,2.7,No,4,19,Theft,Yes,Medium,1.1,0.36,2.6,
Royal Palms,19.267519894804774,72.8672475039883,Yes,No,2.5,No,4,20,Vandalism,Yes,High,1.3,4.25,10.5,
Ellis Nagar,19.25716939089941,72.84168695913236,Yes,Yes,1.4,No,3,1,None,Yes,High,0.2,3.33,7.9,
Dattapada,19.24706662978697,72.8674526508144,Yes,No,1.1,Yes,5,17,Accident,No,Low,0.9,2.17,6.8,
Golden Nest,19.237024060465977,72.8554277893942,Yes,No,1.8,Yes,5,12,Theft,Yes,Medium,1.7,0.73,3.6,
Solis Nagar,19.23611718024332,72.85845836134706,No,Yes,0.3,No,4,28,Accident,No,Medium,0.8,0.66,1.5,
Borivali Station West,19.23728825177362,72.86985853362133,Yes,No,0.6,Yes,3,17,Vandalism,No,Low,0.5,1.6,3.5,"Eksar, Kandarpada, Shimpoli"
Shailendra Nagar,19.23060516428312,72.85897660945525,Yes,No,2.3,Yes,5,36,Burglary,No,Medium,2.0,0.27,0.7,
Green Woods,19.24795738686361,72.87006923457865,Yes,No,2.2,Yes,3,26,Theft,No,Low,1.9,2.41,4.9,
Mountain View,19.23894097554404,72.84734935201114,No,Yes,2.1,No,4,37,Accident,No,Medium,0.9,1.33,4.4,
Palm Grove,19.23920881785257,72.84416085696233,Yes,Yes,0.6,Yes,2,48,Accident,No,Low,1.2,1.61,3.4,
Sunder Nagar,19.26466155583725,72.86069635696701,No,Yes,2.3,Yes,2,38,Chain Snatching,No,Low,0.6,3.81,8.8,
Patterson Nagar,19.24387693134323,72.8756613577142,Yes,No,1.0,Yes,4,23,Accident,Yes,High,1.3,2.51,6.3,
Lindsey Nagar,19.232114372043693,72.85735072044783,No,No,2.0,Yes,4,10,Chain Snatching,No,Low,1.9,0.2,3.3,
Ocean View,19.255917066930056,72.84718257257329,No,Yes,0.2,Yes,1,17,None,No,Medium,0.6,2.98,6.7,
Kandarpada,19.232815779721346,72.85574924355657,Yes,No,2.7,No,2,16,Accident,Yes,Low,1.1,0.27,1.6,"Borivali Station West, Dahisar Check Naka"
Campbell Nagar,19.258297855352875,72.84878803363263,No,Yes,0.3,No,2,5,Burglary,No,High,0.1,3.18,7.0,
Ellis Nagar,19.231318330733888,72.8511370219561,No,No,2.7,No,3,4,Theft,No,High,0.2,0.56,3.6,
Chikuwadi,19.240680866763253,72.86261298976115,Yes,Yes,2.1,Yes,1,20,Accident,Yes,Low,0.6,1.3,4.7,
Sunshine Hills,19.240773003163277,72.85522248222023,Yes,Yes,0.5,Yes,1,42,None,No,Medium,1.0,1.14,4.1,
Royal Palms,19.25183004169852,72.8761751640579,No,Yes,1.3,Yes,5,29,Vandalism,Yes,Medium,1.6,3.15,6.6,
Smith Nagar,19.249282383472387,72.85516495028861,No,Yes,1.9,No,2,8,Accident,Yes,Low,0.8,2.08,5.5,
Kandarpada,19.231911890474183,72.86917431014379,Yes,Yes,1.4,Yes,1,36,Accident,No,High,1.6,1.35,4.6,"Borivali Station West, Dahisar Check Naka"
Smith Nagar,19.254668069052848,72.85527123303908,No,No,0.9,Yes,3,40,Chain Snatching,Yes,High,0.2,2.68,6.4,
Silver Oaks,19.262388158745942,72.8426696180279,No,Yes,2.9,No,1,1,Burglary,No,High,0.2,3.81,8.9,
Sunshine Hills,19.256901250848312,72.8496995694727,Yes,Yes,2.2,Yes,3,46,Vandalism,Yes,High,1.1,3.01,9.0,
Shailendra Nagar,19.24328916482313,72.87711683959519,No,No,1.9,Yes,5,7,Accident,Yes,High,2.0,2.6,6.6,
Baker Nagar,19.242625734322683,72.87938765836053,Yes,No,2.9,No,5,31,None,Yes,Medium,0.5,2.76,6.1,
Richard Nagar,19.259587655634085,72.87996719061805,No,No,0.6,Yes,3,35,Chain Snatching,No,Low,0.7,4.06,10.0,
Scott Nagar,19.26605131216584,72.86105888792896,No,No,1.7,Yes,4,24,Burglary,No,High,0.6,3.97,9.5,
Shivaji Park,19.259306456935462,72.8695058570002,Yes,No,2.9,Yes,4,23,Vandalism,Yes,High,0.8,3.47,8.7,
Giles Nagar,19.238477482395066,72.84164211369755,No,Yes,0.5,No,3,16,None,No,Low,1.1,1.79,4.6,
Green Acres,19.2437974439166,72.85459397101452,Yes,Yes,0.1,Yes,3,33,Burglary,No,Low,1.3,1.48,5.6,
Potts Nagar,19.235313883718124,72.86582200324538,No,Yes,1.7,No,1,35,None,No,Low,1.6,1.12,4.5,
River Side,19.23706601808537,72.86289469322918,No,No,0.4,Yes,4,18,Accident,Yes,High,0.4,1.0,4.7,
Sunder Nagar,19.26959830758712,72.87531709202753,No,Yes,2.1,Yes,4,31,Burglary,Yes,High,1.9,4.76,10.3,
Golden Nest,19.25952810558565,72.86697358822705,No,Yes,2.9,Yes,4,15,Accident,Yes,Low,2.0,3.4,6.9,
Peaceful Valley,19.26735752224004,72.84398137580949,No,No,1.9,Yes,5,12,Chain Snatching,No,Medium,1.7,4.28,9.2,
Dattapada,19.25487318175715,72.85236162687312,Yes,Yes,2.6,Yes,1,17,Vandalism,No,Low,1.0,2.73,7.4,
Green Woods,19.266349813252692,72.87650156297205,No,Yes,1.7,No,2,2,Chain Snatching,No,Medium,0.1,4.5,10.8,
IC Colony,19.235559862475743,72.87629233619738,Yes,Yes,2.1,No,2,7,None,Yes,High,1.6,2.17,6.1,"Eksar, Mandapeshwar, Shimpoli"
Richard Nagar,19.25367908460186,72.86871321490176,No,Yes,2.7,No,2,17,Theft,No,Medium,0.9,2.87,6.6,
Shivaji Park,19.257394906121128,72.8754257789829,No,No,1.4,Yes,4,43,Burglary,Yes,Low,0.5,3.59,7.7,
Rawalpada,19.231726764175377,72.86649639588599,Yes,Yes,2.2,Yes,4,20,Theft,Yes,Low,0.8,1.07,3.2,
Richard Nagar,19.2571016974998,72.86681145202728,No,No,0.2,Yes,2,22,None,Yes,Medium,0.1,3.14,8.6,
Shailendra Nagar,19.23072251040597,72.87116222124858,No,No,2.7,Yes,3,26,Chain Snatching,Yes,Low,0.4,1.55,4.2,
Shailendra Nagar,19.24623215909403,72.86156050128979,No,Yes,1.6,Yes,1,49,Accident,Yes,Medium,1.2,1.82,6.2,
Silver Oaks,19.23384451970245,72.85429565567276,No,Yes,2.0,No,5,46,Accident,Yes,Low,1.2,0.43,2.7,
Chikuwadi,19.234924722698977,72.86659297356299,No,Yes,1.3,Yes,1,18,Accident,No,Medium,0.2,1.18,3.6,
Shailendra Nagar,19.2317881827807,72.87551471891686,No,Yes,2.5,No,3,40,Vandalism,No,Medium,0.8,2.01,5.2,
Royal Palms,19.231391732729783,72.84071167753044,Yes,No,1.9,No,5,4,Burglary,Yes,Medium,0.8,1.65,6.3,
Patterson Nagar,19.26795984264589,72.85704910883449,No,No,0.2,No,1,2,None,Yes,High,1.1,4.15,11.1,
Frye Nagar,19.26797128700677,72.85980377940604,Yes,Yes,0.2,Yes,3,24,Accident,Yes,High,1.6,4.16,9.4,
Golden Nest,19.2670703392265,72.8629026242074,Yes,No,1.6,No,5,26,None,No,High,0.2,4.11,8.6,
Green Woods,19.240511071875027,72.8469329924616,Yes,No,0.4,No,5,14,Accident,No,Medium,1.7,1.49,4.6,
Lake View,19.26771503086179,72.87388966607527,No,Yes,2.6,Yes,3,12,Theft,No,High,0.3,4.51,11.8,
Long Nagar,19.23082524179195,72.84931354216543,No,Yes,1.8,Yes,4,36,Vandalism,Yes,Low,0.2,0.75,3.3,
Frye Nagar,19.23101064276773,72.84312856867307,Yes,No,1.4,Yes,1,19,Vandalism,Yes,Low,0.9,1.4,3.9,
Lake View,19.256347760035517,72.86216030587771,No,No,0.7,No,2,32,Burglary,No,High,1.2,2.92,6.3,
Baker Nagar,19.25244006547684,72.87673519673402,No,Yes,2.6,Yes,2,8,None,Yes,Low,1.0,3.24,7.1,
Chikuwadi,19.265336415511847,72.84376273068736,Yes,Yes,0.3,Yes,1,50,Theft,No,High,1.7,4.08,11.0,
Dahisar Check Naka,19.25978743215279,72.85365522304296,Yes,Yes,1.6,Yes,1,47,Theft,Yes,High,1.6,3.25,6.6,
Eksar,19.26972575936547,72.86777269212298,Yes,Yes,1.5,Yes,1,38,Theft,No,Medium,1.4,4.5,11.1,"Borivali Station West, Mandapeshwar, IC Colony"
Scott Nagar,19.237293861269485,72.87278844796468,Yes,Yes,2.3,No,2,11,Burglary,Yes,Low,1.9,1.88,6.7,
SFIT (Via Eksar Metro),19.24726065885858,72.86783182161511,Yes,No,2.1,Yes,3,16,Accident,Yes,High,1.2,2.21,4.7,
Ocean View,19.25311907755912,72.8738029397338,Yes,No,2.7,Yes,1,21,Theft,No,High,0.7,3.1,6.6,
Palm Grove,19.23887223891256,72.87457983262479,No,Yes,0.7,Yes,3,45,Chain Snatching,No,Low,0.9,2.12,6.1,
SFIT (Direct Route),19.256877727987547,72.86819180966339,No,No,2.1,Yes,3,18,Burglary,No,High,0.9,3.17,8.4,
Gorai,19.256066796344,72.84008333244522,No,Yes,1.1,Yes,3,27,None,No,High,0.4,3.31,8.7,
Johnson Nagar,19.247132074726405,72.84989134492626,No,No,2.1,Yes,4,22,None,Yes,High,0.7,1.96,5.8,
Johnson Nagar,19.23852801281812,72.86226933649439,No,No,1.1,Yes,2,13,Vandalism,Yes,Medium,0.6,1.08,3.4,
Shailendra Nagar,19.23828167623232,72.84178314009871,No,No,2.7,No,3,2,Chain Snatching,No,Medium,1.6,1.76,4.1,
Shailendra Nagar,19.238151070171977,72.84051675273419,No,No,2.7,Yes,1,43,Vandalism,No,Medium,0.4,1.87,4.4,
Chikuwadi,19.235256376643875,72.8441213511779,Yes,Yes,2.7,No,5,28,Chain Snatching,No,Medium,1.9,1.39,4.8,
SFIT (Direct Route),19.264863151535195,72.86354122343677,Yes,No,0.7,No,1,9,Theft,Yes,High,1.2,3.88,9.6,
Long Nagar,19.263453950564955,72.84149406368554,Yes,Yes,0.9,Yes,1,13,Burglary,Yes,Low,1.5,3.97,9.6,
Ritter Nagar,19.252707881724625,72.85913035018231,Yes,No,2.2,No,2,1,Vandalism,No,Low,1.4,2.48,5.2,
River Side,19.23950540406874,72.85002942041108,No,No,2.2,Yes,3,7,Chain Snatching,Yes,Low,2.0,1.2,3.3,
Shailendra Nagar,19.25385179658873,72.84351688982915,Yes,Yes,1.0,No,1,27,Accident,Yes,Low,0.7,2.92,5.9,
River Side,19.26176232138245,72.86528750355217,No,No,0.5,Yes,1,22,Vandalism,No,Medium,0.8,3.58,8.1,
Eksar,19.24727796269858,72.85005150117959,No,Yes,0.1,Yes,1,29,Accident,Yes,Low,1.0,1.97,4.8,"Borivali Station West, Mandapeshwar, IC Colony"
Campbell Nagar,19.24018714580265,72.85525841930993,Yes,No,0.7,No,1,14,None,Yes,Medium,0.4,1.08,2.3,
Dahisar Check Naka,19.240600026179443,72.84258711547318,No,No,2.3,Yes,2,33,Accident,No,High,0.9,1.83,5.4,
Mandapeshwar,19.2589261196963,72.84308713425743,Yes,Yes,2.1,No,4,28,Chain Snatching,No,Medium,1.9,3.44,7.9,"Eksar, IC Colony, Shimpoli"
Ocean View,19.245470788750623,72.8743769266725,Yes,Yes,0.4,No,3,27,Theft,No,Low,1.9,2.51,6.6,
Eksar,19.265318919867426,72.87173484972772,Yes,Yes,2.9,Yes,4,38,None,Yes,Medium,1.5,4.18,9.5,"Borivali Station West, Mandapeshwar, IC Colony"
Pearson Nagar,19.267283536740173,72.8542012382841,Yes,Yes,1.9,Yes,2,24,None,Yes,Medium,1.7,4.08,10.7,
Shimpoli,19.239872116084925,72.84457997768138,No,Yes,0.9,Yes,2,34,Chain Snatching,Yes,Low,0.4,1.62,4.1,"Borivali Station West, Mandapeshwar, IC Colony"
Dahisar Check Naka,19.260050456847765,72.87988925605428,No,No,2.1,Yes,4,50,Vandalism,No,High,1.6,4.1,9.2,
Dahisar Check Naka,19.25710370147117,72.86103796665448,No,No,0.4,Yes,3,6,Theft,Yes,Low,0.9,2.98,7.8,
Sunshine Hills,19.246486111665167,72.84069267267652,No,No,0.8,No,4,46,Chain Snatching,No,Medium,1.9,2.42,6.9,
SFIT (Via Pai Nagar),19.242132894785414,72.86768565396584,Yes,Yes,0.5,Yes,3,19,Accident,Yes,Medium,0.7,1.75,4.2,
IC Colony,19.258959013893826,72.86550560351634,No,No,1.9,No,5,47,Theft,No,Low,0.6,3.29,7.8,"Eksar, Mandapeshwar, Shimpoli"
Patterson Nagar,19.269885380702352,72.8765295783496,Yes,No,1.5,No,1,7,None,No,Medium,0.4,4.85,9.7,
SFIT (Direct Route),19.256101239881342,72.84507011546737,Yes,No,0.1,No,5,5,Vandalism,Yes,Low,1.2,3.07,6.7,
Johnson Nagar,19.235874419358293,72.86202312965673,No,No,0.1,Yes,4,25,Chain Snatching,Yes,Medium,1.5,0.84,2.8,
Borivali Station West,19.25164641257759,72.8527144811078,No,Yes,3.0,No,4,23,Vandalism,Yes,Low,0.2,2.37,6.8,"Eksar, Kandarpada, Shimpoli"
Lindsey Nagar,19.240948477363304,72.8737723375737,No,No,1.1,Yes,4,46,None,Yes,Medium,0.7,2.16,6.5,
Palm Grove,19.23799945178269,72.84406490039765,No,Yes,0.9,Yes,4,31,Chain Snatching,No,Medium,1.7,1.54,5.2,
Rawalpada,19.26840602970593,72.86962307817508,No,Yes,0.2,Yes,4,25,None,No,Low,0.4,4.42,9.7,
SFIT (Via Eksar Metro),19.25036957877803,72.84294556815544,Yes,No,1.7,No,5,7,Theft,Yes,Medium,1.8,2.62,7.3,
Simmons Nagar,19.26692643341444,72.85306673593868,No,No,0.3,No,5,19,Vandalism,No,Low,1.3,4.05,8.2,
Lake View,19.259148001529116,72.85690511175855,No,No,0.5,Yes,3,42,Accident,No,Low,1.8,3.17,8.0,
Frye Nagar,19.24440364945152,72.8686354874425,Yes,Yes,0.7,No,1,6,Accident,Yes,High,0.8,2.01,6.6,
Gorai,19.24412116382153,72.8671078650662,No,No,2.4,Yes,4,44,Theft,No,Low,0.3,1.88,4.8,
Ocean View,19.235464170833904,72.84057051367022,Yes,No,0.7,No,2,35,Accident,Yes,Medium,1.5,1.75,6.4,
Padilla Nagar,19.267529662501243,72.86614061247919,No,Yes,0.3,No,4,43,Vandalism,Yes,Medium,1.6,4.22,10.0,
Dahanukar Wadi,19.257532514549684,72.85848645129317,Yes,Yes,1.4,Yes,3,22,Chain Snatching,No,High,1.0,3.0,6.6,
SFIT (Direct Route),19.24508676243427,72.8798148959478,Yes,No,1.5,No,1,20,None,Yes,Low,0.2,2.94,8.6,
